FQDN_count,subdomain_length,upper_count,lower_count,numeric_count,entropy,special_count,labels,get_labels_max,labels_average,longest_word,sld,len,subdomain,domain,predicted_label,score
53,33,3,21,26,4.093105305240666,3,4,25,12.5,3331656230363637653435616,maliciousDomain,48,1,sbdD3zK.3331656230363637653435616.maliciousDomain.com,0,0.88
98,79,28,47,16,5.443342624528772,7,7,23,13.142857142857142,4iaLkhdJknxjF_8voR0nHVZ,seg4910research,94,1,2383.4iaLkhdJknxjF_8voR0nHVZ.aLtOACipFvmrGsbJlfXW5OS.hFJyvZslo3yJG1AuVFwj34D.mI.seg4910research.tk,0,0.54
100,81,26,45,21,5.40572081449348,8,7,23,13.428571428571429,ctolDaNk_vfs8m2xFikVSS6,seg4910research,96,1,138048.ctolDaNk_vfs8m2xFikVSS6.GDaHyrk3j03Vg1NYSdA_bdN.jqtQBsPgw1CFpKP7jVv6gRN.E4.seg4910research.tk,0,0.54
51,31,5,19,24,4.224733304289393,3,4,23,12.0,61653437656632643339653,maliciousDomain,46,1,2JfXCUa.61653437656632643339653.maliciousDomain.com,0,0.88
249,230,81,113,42,5.781309643980591,13,7,63,34.714285714285715,nAh1kyuugbLtjyc_K5HjxJhjKZqCk6qF-mhOuHbjpR_3QahMXB6i0KdFXAimiGI,seg4910research,245,1,88594.nAh1kyuugbLtjyc_K5HjxJhjKZqCk6qF-mhOuHbjpR_3QahMXB6i0KdFXAimiGI.VHlU27yAseIHLQy7ghg_a5Vu562aLdyLvUjdeSGczXE6qmSN6NVPeH74pmawqIS.pynXWmwKsh9PeOUpNRqhMHIL5KSImCWhW2ByFy4M_rQhj6-0scArxEk94550nSe.xsqgoaACZlvxtZtA0ZvbfU_26C2SduM6.seg4910research.tk,0,0.53
57,37,3,21,30,4.015300140013075,3,4,29,13.5,96634393766323533626339663836,maliciousDomain,52,1,iQ7zvDw.96634393766323533626339663836.maliciousDomain.com,0,0.88
56,36,5,19,29,4.016677583221261,3,4,28,13.25,6663313262623632636364323932,maliciousDomain,51,1,O5XvWeF.6663313262623632636364323932.maliciousDomain.com,0,0.88
56,36,5,20,28,4.175957664266689,3,4,28,13.25,3435323565333139353062666562,maliciousDomain,51,1,iLYRtQb.3435323565333139353062666562.maliciousDomain.com,0,0.88
64,44,3,22,36,4.056596930547732,3,4,36,15.25,326239303335393335376535376462636431,maliciousDomain,59,1,NOriuox.326239303335393335376535376462636431.maliciousDomain.com,0,0.9
62,42,3,20,36,3.8375675574784522,3,4,34,14.75,3733373463333166666336306666643861,maliciousDomain,57,1,R4dqPo2.3733373463333166666336306666643861.maliciousDomain.com,0,0.87
100,81,32,37,24,5.308367439558381,7,7,23,13.428571428571429,5AFXNWqBkyP9D22mMW9BfwS,seg4910research,96,1,138012.5AFXNWqBkyP9D22mMW9BfwS.07LUNPfP3X92VdDfrLgoDPJ.LZ1d8wTAfbokATi4aaiqbA-.7N.seg4910research.tk,0,0.54
82,62,3,21,54,3.928111562917522,4,5,40,15.6,3323435663134316538373561626166393736356,maliciousDomain,77,1,Woh7rOi.3323435663134316538373561626166393736356.5323936643231.maliciousDomain.com,0,0.74
247,228,99,98,39,5.795211204929732,11,7,63,34.42857142857143,nC_M-rbD3s1Qu45yC4IKH9yQhFKOg20skcu2Q1NIzvp9nr0YCCkPVwKznXkfOo3,seg4910research,243,1,148.nC_M-rbD3s1Qu45yC4IKH9yQhFKOg20skcu2Q1NIzvp9nr0YCCkPVwKznXkfOo3.rzsxnDjPpUxXTgRjX4n86fXwc-LLSIcGrr6u2lUNoWBAMQdC6iODeNUQpc6EuZ8.eGPbU0BMpDARAh0DMlwgsPNTRGLCCR8g_r8AtHsyeaijXBbrQIrYRFklMzW6lzC.CyG4N9hbXHSvxtH85AJ2TzHSsYUe-8ZS.seg4910research.tk,0,0.53
100,81,22,48,22,5.167627100346913,8,7,23,13.428571428571429,xXst5fd1HaX5sdj4GAr0a4B,seg4910research,96,1,122817.xXst5fd1HaX5sdj4GAr0a4B.Fojd8KgGymPh8NZCdiro_ya.BIftN-v5a85XQ5XrtgfoQEj.Bx.seg4910research.tk,0,0.54
77,57,3,22,48,3.9871482831942746,4,5,38,14.6,64313162323861316663656435373432323333,maliciousDomain,72,1,vPqjXdx.64313162323861316663656435373432323333.6333613439.maliciousDomain.com,0,0.73
78,58,4,21,50,3.9698767179130363,3,4,50,18.75,63333939656337326633373865613438356233623637373139,maliciousDomain,73,1,jNZApqb.63333939656337326633373865613438356233623637373139.maliciousDomain.com,0,0.91
99,80,34,39,18,5.469821392610208,8,7,23,13.285714285714286,Y_EApCum8S0KAawtFDWzPrk,seg4910research,95,1,68601.Y_EApCum8S0KAawtFDWzPrk.7T3CXX-RY6GOwoACxamehX3.ybftZHUalnOXr82NKUJShAw.K8.seg4910research.tk,0,0.54
57,37,3,25,26,4.144942656119748,3,4,29,13.5,6951377a7644777c217c33337c217,maliciousDomain,52,1,iQ7zvDw.6951377a7644777c217c33337c217.maliciousDomain.com,0,0.88
58,38,6,18,31,4.032461101219788,3,4,30,13.75,666432303332643833316331386166,maliciousDomain,53,1,gKBMG3P.666432303332643833316331386166.maliciousDomain.com,0,0.86
99,80,29,36,26,5.3156686155512185,8,7,23,13.285714285714286,sJD1ARvxEQ0rGQ6R61GhbmO,seg4910research,95,1,95141.sJD1ARvxEQ0rGQ6R61GhbmO.hLLBYgBHje_xnaK0WN0vpz8._b6ux388W6ehR1WD3XgVU1F.H7.seg4910research.tk,0,0.54
64,44,4,21,36,4.031965816128149,3,4,36,15.25,653033303936306366346163616132613132,maliciousDomain,59,1,JvdXiVt.653033303936306366346163616132613132.maliciousDomain.com,0,0.91
107,88,28,40,29,5.303265384071498,10,9,15,11.0,seg4910research,seg4910research,103,1,5219.CK0PE1c4k0Ns-.72O2moTu2e6EI.HJ9tur0V_RuHQ.2EvVB78ZzpbGv.Vvq129aHcKt1S.IsisGYjs9z3J0.seg4910research.tk,0,0.54
108,89,37,45,18,5.3598107382708875,8,9,15,11.11111111111111,seg4910research,seg4910research,104,1,29369.stZxxXMI5mBaP.w6NXpI8RcIGhN.ElYK4irrPE0Z4.eLgbWIbDcEU7c.bQTTwZ7feMbwx.AcuO5PdWgWWeX.seg4910research.tk,0,0.54
76,56,5,19,49,4.03884203587564,3,4,48,18.25,646536306138666561313636373130343830326130633737,maliciousDomain,71,1,XR9sTAx.646536306138666561313636373130343830326130633737.maliciousDomain.com,0,0.9
56,36,3,20,30,4.007923565441384,3,4,28,13.25,6632653466313663313934666539,maliciousDomain,51,1,8niW7aG.6632653466313663313934666539.maliciousDomain.com,0,0.88
100,81,30,43,18,5.468625755048012,9,7,23,13.428571428571429,dU_PNQMEtje3UO7V5gCRQ22,seg4910research,96,1,145499.dU_PNQMEtje3UO7V5gCRQ22.pHCIYiqDmF72ushzQwA-3sA.amLUDoZsztcWPRa_zvjueqG.gI.seg4910research.tk,0,0.54
81,61,5,20,52,3.9672812929497443,4,5,46,15.4,3737313531366333326538386530316231343437303036,maliciousDomain,76,1,KmAwMBs.3737313531366333326538386530316231343437303036.313937.maliciousDomain.com,0,0.74
65,45,3,21,37,3.944542428013661,4,5,34,12.2,6663356164616364653439636533313137,maliciousDomain,60,1,ErPdsw5.6663356164616364653439636533313137.36.maliciousDomain.com,0,0.73
55,35,2,22,28,4.005167268584461,3,4,27,13.0,161383362376636326438316132,maliciousDomain,50,1,lim2pHr.161383362376636326438316132.maliciousDomain.com,0,0.87
98,79,26,39,24,5.372113542984422,9,7,23,13.142857142857142,ouR8af3r1eJYuCJ-3jiP01H,seg4910research,94,1,9297.ouR8af3r1eJYuCJ-3jiP01H.j9hxMP1ECnGjmL7T8_dXi8t.aKMl02pl54gxONaRYr-MTX0.EK.seg4910research.tk,0,0.54
60,40,5,18,34,3.92973742089034,3,4,32,14.25,34393236306437323037313334363232,maliciousDomain,55,1,RZI4i2Y.34393236306437323037313334363232.maliciousDomain.com,0,0.87
100,81,33,40,19,5.454917659878919,8,7,23,13.428571428571429,kTCH7wkIqwKxiYB78DVUfHk,seg4910research,96,1,153812.kTCH7wkIqwKxiYB78DVUfHk.EfZcP_q-EVudvCPSufbtkTy.3IMO4TUKm26eH4zTfQPQBO1.cw.seg4910research.tk,0,0.54
62,42,3,20,36,4.065050413311481,3,4,34,14.75,6532616662633836386130653634353563,maliciousDomain,57,1,sOb0N7j.6532616662633836386130653634353563.maliciousDomain.com,0,0.88
99,80,31,42,20,5.400581463597346,6,7,23,13.285714285714286,6CQRKJSTw4qbfjazesbti9r,seg4910research,95,1,71187.6CQRKJSTw4qbfjazesbti9r.zLAcrvDRhRSeY1t7qFVR7Bc.HlOve8xRT6Ein0A3XPFGoBJ.9X.seg4910research.tk,0,0.54
58,38,4,21,30,4.123719246438767,3,4,30,13.75,633035613364353363663439393835,maliciousDomain,53,1,pQzWvZw.633035613364353363663439393835.maliciousDomain.com,0,0.88
98,79,33,37,19,5.4754369819545525,9,7,23,13.142857142857142,2OFGCQ795VydggKLWohSMi-,seg4910research,94,1,3569.2OFGCQ795VydggKLWohSMi-.skcVTzgACVp05L-p7mVDfi2.D0YOs8HG8fQ-TpRBFxZxRIS.gw.seg4910research.tk,0,0.54
62,42,4,20,34,4.06288492632118,4,5,30,11.6,333031373334343764633761353532,maliciousDomain,57,1,6UqEdeI.333031373334343764633761353532.393.maliciousDomain.com,0,0.73
249,230,91,103,43,5.827133236805453,12,7,63,34.714285714285715,LbMy-ufAKqIQySPLDgWonShqEgpQF6aROV56UDLuOOC9Ed-qnFKVh2MBu5_hfkS,seg4910research,245,1,74786.LbMy-ufAKqIQySPLDgWonShqEgpQF6aROV56UDLuOOC9Ed-qnFKVh2MBu5_hfkS.Tj71OnrNr-bpXNJuRgFsA79WtA9xQEZrunJbsZ2mXvvhChoRhEbOpd-8ciyttex.8xfVbKQDaI004xyCZlaqJdl708VmniEPAdCH80XVsffPH84B50f4KABDEfr49Ww.t9prVTR_HSKP3yNlUXAiQ3cxF6xxOhg4.seg4910research.tk,0,0.53
54,34,3,21,27,3.8941900592920815,3,4,26,12.75,66386666346136663765366465,maliciousDomain,49,1,iWEgqw6.66386666346136663765366465.maliciousDomain.com,0,0.88
100,81,42,34,17,5.467368784857285,7,7,23,13.428571428571429,vSY_RFrvFSHENZAyKEn8n6e,seg4910research,96,1,120033.vSY_RFrvFSHENZAyKEn8n6e.IIUViHrMMWUPHHxLcBCIWtd.MdNdrgRDpBNp582GJLEo0VY.8l.seg4910research.tk,0,0.54
99,80,38,32,20,5.259428246920203,9,7,23,13.285714285714286,248s-ZhKYVHbKSQk0mUaNhw,seg4910research,95,1,70742.248s-ZhKYVHbKSQk0mUaNhw.kKthtRJ9FRhoceAQQ_85oM6.nXS_2U2RFKDOUQ2xRXNRCCS.YV.seg4910research.tk,0,0.54
249,230,83,107,44,5.839672029742893,15,7,63,34.714285714285715,GroeUTF1TM7wojGfv1SYadwNCW85AJfNxq9_41Bimx4tmI6G7fUO_vuw36Y_TvJ,seg4910research,245,1,92029.GroeUTF1TM7wojGfv1SYadwNCW85AJfNxq9_41Bimx4tmI6G7fUO_vuw36Y_TvJ.PUCAueDVDgI3TPfp7VqC9nNn5gT2BMWt6oiyZlZy7PbBUUssfkz7DngaFLkkcVV.9-uyYsw3xC6GR2xbhanJVDuWSzDg-xEWwtRcTEM-E6kiM44P2tlo-iD0Qfbo6sO.Abvfjt3cqoAT5tKR-ZPRtKbpE7ql2s-t.seg4910research.tk,0,0.53
38,18,5,19,11,4.201231789474708,3,4,15,8.75,maliciousDomain,maliciousDomain,33,1,ZFV2rPl.6132376662.maliciousDomain.com,0,0.89
51,31,4,20,24,4.359960695509781,3,4,23,12.0,93766313039366538643864,maliciousDomain,46,1,OtZhPb8.93766313039366538643864.maliciousDomain.com,0,0.89
56,36,3,20,30,4.082657193164906,3,4,28,13.25,3338346634376335653437656163,maliciousDomain,51,1,yYh69Az.3338346634376335653437656163.maliciousDomain.com,0,0.88
62,42,3,20,36,4.134071547088787,3,4,34,14.75,3865623539653132616330653234636637,maliciousDomain,57,1,R4dqPo2.3865623539653132616330653234636637.maliciousDomain.com,0,0.88
99,80,23,44,22,5.458514165551988,10,7,23,13.285714285714286,c90Ud4dje08gfdh4y_rl-8N,seg4910research,95,1,36531.c90Ud4dje08gfdh4y_rl-8N.toFY8jv_iJJDGPYXIMuHMbn.YoB3J5p1eT6ffQ1wqriw_pO.HC.seg4910research.tk,0,0.54
99,80,30,44,16,5.3422538119729275,9,7,23,13.285714285714286,GMFxMQ3prORyVKhAXDfO053,seg4910research,95,1,60160.GMFxMQ3prORyVKhAXDfO053.zNbnMOqoltr0_xkspFwixY_.dQ-RRDofGdhZ5roCGAVh5rO.Tt.seg4910research.tk,0,0.54
99,80,34,33,22,5.336293302217545,10,7,23,13.285714285714286,Wc2VQfeIAI4dzSG3pXf4SFb,seg4910research,95,1,77462.Wc2VQfeIAI4dzSG3pXf4SFb.ZkeWVc7jMXZzapUSjGRmaXX.6R-SL50_60Z-QBfR03KPn_0.LC.seg4910research.tk,0,0.54
56,36,5,20,28,4.166456432558841,3,4,28,13.25,3965333132373561393261666637,maliciousDomain,51,1,RgoyBGE.3965333132373561393261666637.maliciousDomain.com,0,0.88
50,30,1,22,24,3.9672924834581713,3,4,22,11.75,6434373537373436383335,maliciousDomain,45,1,fx4zcb7.6434373537373436383335.maliciousDomain.com,0,0.89
56,36,5,20,28,4.131851612846397,3,4,28,13.25,3230353032326138366366353261,maliciousDomain,51,1,FjoUJgH.3230353032326138366366353261.maliciousDomain.com,0,0.88
54,34,2,22,27,4.21796678994697,3,4,26,12.75,65343932313736373065613939,maliciousDomain,49,1,npcv9Ck.65343932313736373065613939.maliciousDomain.com,0,0.87
248,229,95,100,40,5.801084214750751,13,7,63,34.57142857142857,lXheVsAXIqFxlWbKW36mInXqJh65Z_G3y7wgDWI-xr7S8xq2JEUFO_e7pQf7Gh3,seg4910research,244,1,6678.lXheVsAXIqFxlWbKW36mInXqJh65Z_G3y7wgDWI-xr7S8xq2JEUFO_e7pQf7Gh3.nVO8CvN-w_PTQYjxsoxlNFTe3TncwsKGuKv5-MXoBSCWWx4bNoLxETZc7zPrHDs.k3KopFJsgmTshW0Q3yAGFZh0LKJqAnnU5W7qWTJe5pOyuoIRBF1D15K_H9bnszv.vCHFXVfZbCRl1knlcYmevkYoRJ43x0oP.seg4910research.tk,0,0.53
249,230,87,105,43,5.835512481474497,14,7,63,34.714285714285715,Z0CXbU0ufEIrgqK-kgV82t-KvKaM8BJcpOC55jzF70srLq93Z5mce10-EhkLKmI,seg4910research,245,1,72649.Z0CXbU0ufEIrgqK-kgV82t-KvKaM8BJcpOC55jzF70srLq93Z5mce10-EhkLKmI.VvuojiL0rlViO-agQqt0QSzYHTtzolhZ3EM-1TO3vr1YbEqiPAKADdczgSP1xPy.ZiykjnRsD65HBRxt5IWn_sY1iTwLjnlXFlsxRrBF-OQsUF5PYs7vBw_r55S0blX.mtkeHMzXM6wcjWJ9EPYAr7zoC1MZhWhP.seg4910research.tk,0,0.53
76,56,4,20,49,3.998485930992594,3,4,48,18.25,616564613961613930633434663764396130303461366430,maliciousDomain,71,1,G2CPwec.616564613961613930633434663764396130303461366430.maliciousDomain.com,0,0.91
99,80,27,45,20,5.426743993554748,7,7,23,13.285714285714286,A0PKmCjz4Qy-xiBqhNDSYpy,seg4910research,95,1,79015.A0PKmCjz4Qy-xiBqhNDSYpy.1DdNTlMcAYfsI3a2gUSnw8V.95ztdazSu54hkwrzhBL0BMr.KD.seg4910research.tk,0,0.54
62,42,3,22,34,4.050498231365128,3,4,34,14.75,3038373963656237623330376339346336,maliciousDomain,57,1,ICvcmdr.3038373963656237623330376339346336.maliciousDomain.com,0,0.87
99,80,26,45,19,5.281647751366869,9,7,23,13.285714285714286,teTZ_uXOtmB7dzlkPdcE0Kq,seg4910research,95,1,76288.teTZ_uXOtmB7dzlkPdcE0Kq.X0dREjLLu6CdrA_lLIAj2RO.jK6mi45b6dwd-BMr8AszelT.Rq.seg4910research.tk,0,0.54
61,41,3,22,33,3.932672860172101,3,4,33,14.5,238636638653338313331626166616263,maliciousDomain,56,1,ipFsgXy.238636638653338313331626166616263.maliciousDomain.com,0,0.87
63,43,4,20,35,4.193827378598194,4,5,31,11.8,3436323765636630616134626539393,maliciousDomain,58,1,xNesVH2.3436323765636630616134626539393.137.maliciousDomain.com,0,0.73
100,81,32,43,19,5.464722159792379,6,7,23,13.428571428571429,zncWJXSB3ByDKDjmiNUjsTT,seg4910research,96,1,136568.zncWJXSB3ByDKDjmiNUjsTT.xZjbr1dNyOJbRYvcw4QKIy9.bh7hhD52LIZGLXojRZzcMw2.h4.seg4910research.tk,0,0.54
58,38,3,20,32,3.853040895072086,3,4,30,13.75,383161643338633639386431363263,maliciousDomain,53,1,h1m4VDa.383161643338633639386431363263.maliciousDomain.com,0,0.87
50,30,3,20,24,4.056174630069641,3,4,22,11.75,3864613363306431313464,maliciousDomain,45,1,dY8ayC1.3864613363306431313464.maliciousDomain.com,0,0.89
99,80,30,37,22,5.459522907674309,10,7,23,13.285714285714286,N9SfQqGUmanbHJSMrdf3_yU,seg4910research,95,1,46129.N9SfQqGUmanbHJSMrdf3_yU.YvqCuMpKmIJ8b-GE58xgT_4.UW07N09xG0KTSp4zs8Ng_LC.bV.seg4910research.tk,0,0.54
249,230,91,108,41,5.8357454995071985,9,7,63,34.714285714285715,hQcJZSF0Txv1FRAlVHPJr2zD4azOczIQWV5pjuS5HWU0wwdnQnFRQWAE0GqQKyP,seg4910research,245,1,10533.hQcJZSF0Txv1FRAlVHPJr2zD4azOczIQWV5pjuS5HWU0wwdnQnFRQWAE0GqQKyP.7L2dFnVSNkJKcf87b57Gx04N9Q9FzPmj_WU9_hrVkuT0DjgXEnZiZbwOrcrlL1t.oVPrqckGxMsYzUsQ7wJ155CPH7sGcVTDmywgV2HdNCAnyogYlDu-xyeZRUccedi.DCY0tJ20p1xjlmfflf6wLJIuMbkrstoU.seg4910research.tk,0,0.53
99,80,30,41,18,5.238803560253874,10,7,23,13.285714285714286,iTvYcQKK8LlKeQxKlluNWlw,seg4910research,95,1,49071.iTvYcQKK8LlKeQxKlluNWlw.rdHZClsQ1iSwC1KytKE13__.ErgEdAAlae7z2m-K6U8YCUt.-O.seg4910research.tk,0,0.54
99,80,31,41,17,5.338571711199188,10,7,23,13.285714285714286,WqNhd7QrDJuk1EXWDVBdeSE,seg4910research,95,1,30209.WqNhd7QrDJuk1EXWDVBdeSE.xSW9ElWvTuvp0c7Vkg-mBlD.anH2dwIOcWQQC-vetA5_lU3.V-.seg4910research.tk,0,0.54
107,88,35,38,23,5.509564766512123,11,9,15,11.0,seg4910research,seg4910research,103,1,4429.bUVZSYfZvAGTf.3nl3wt_z76McX.-zQpsCH6WR5G4.m2PDgrIfYMI1x.LSYBU7J1v9t8W.5wPMZwr6z-xUL.seg4910research.tk,0,0.54
66,46,3,19,41,3.930364296349915,3,4,38,15.75,32396139346365303037366530653733633731,maliciousDomain,61,1,v9f36SD.32396139346365303037366530653733633731.maliciousDomain.com,0,0.9
74,54,2,23,46,3.938671261200147,3,4,46,17.75,6637616530396331346432356236313463653861306565,maliciousDomain,69,1,lOumsia.6637616530396331346432356236313463653861306565.maliciousDomain.com,0,0.9
50,30,5,19,23,4.343144940981577,3,4,22,11.75,3935396266646439313230,maliciousDomain,45,1,7YeRlAJ.3935396266646439313230.maliciousDomain.com,0,0.88
100,81,29,41,22,5.38962440974911,8,7,23,13.428571428571429,N1YDTxFKT2z8wALP5iUiFqJ,seg4910research,96,1,118795.N1YDTxFKT2z8wALP5iUiFqJ.0Jdy55oSdoQ7U_W_w5koxfg.ZlrcK4mUAKkbXyScxgX9g0N.XH.seg4910research.tk,0,0.54
99,80,25,47,19,5.266397498797907,8,7,23,13.285714285714286,VAtecQ8afI8DGVP3EeUm-cU,seg4910research,95,1,93951.VAtecQ8afI8DGVP3EeUm-cU.G1ydiOpTwXcdpRltTNggGG9.Kswvj_rUu5pwmj75GiP9eEk.u9.seg4910research.tk,0,0.54
100,81,28,42,22,5.493269689515114,8,7,23,13.428571428571429,FBaVTojrJ1np7izUIQB9peh,seg4910research,96,1,130325.FBaVTojrJ1np7izUIQB9peh.KRI7ppCXbP-usuTPWvP8vJg.momEwK_j5Hk339MBfl33ZcD.T0.seg4910research.tk,0,0.54
249,230,90,108,39,5.79171227669126,12,7,63,34.714285714285715,YcJTuTVPA91FRmDO2f7Mwwh1yeoiz5K-JPG6xbm5lViloKDqnykYfEP6q6ncQEl,seg4910research,245,1,69715.YcJTuTVPA91FRmDO2f7Mwwh1yeoiz5K-JPG6xbm5lViloKDqnykYfEP6q6ncQEl.wq30iLGV6CbVwn6oxUFQCN0tCQJAWXYEwqWID5Vvpb9A1_KV3-vIh5PvkNz0gLI.bXTbfKGAc3b6VhNfkvN2suex_D9fZ3MFiS-buvjjIVGTHEyTafh_MTYivPl7cUe.UUwiYIF3gvmvyhpf4XorIYYafqemVGl1.seg4910research.tk,0,0.53
32,12,4,21,4,3.9917292966721747,3,4,15,7.25,maliciousDomain,maliciousDomain,27,1,sYodHbA.3737.maliciousDomain.com,0,0.83
80,60,6,19,51,4.062935373406432,4,5,37,15.2,3837326564383063656663623938306638363,maliciousDomain,75,1,FGxZdEP.3837326564383063656663623938306638363.46639303837616.maliciousDomain.com,0,0.71
55,35,4,19,29,4.03421702584615,3,4,27,13.0,036643230393964343939633637,maliciousDomain,50,1,WpOJ0l6.036643230393964343939633637.maliciousDomain.com,0,0.88
62,42,4,21,34,4.089943990285256,3,4,34,14.75,6138393335636638346231353131613632,maliciousDomain,57,1,WHntgBz.6138393335636638346231353131613632.maliciousDomain.com,0,0.88
100,81,21,47,24,5.49981990983565,8,7,23,13.428571428571429,0tYmd56wdvwYW1Q69L48lZX,seg4910research,96,1,135110.0tYmd56wdvwYW1Q69L48lZX.uPxinwfn38mnIVC6pJzqmvn.S7q3-Mows3PjrlTTkkZB_Oc.bV.seg4910research.tk,0,0.54
56,36,3,20,30,3.9228613809673405,3,4,28,13.25,6561666637646162636661343333,maliciousDomain,51,1,uYeI01a.6561666637646162636661343333.maliciousDomain.com,0,0.88
99,80,36,39,16,5.390282978661447,8,7,23,13.285714285714286,znHzeao2Hf9SfMYpkRGNBlu,seg4910research,95,1,91333.znHzeao2Hf9SfMYpkRGNBlu.WYVXjKN-TZQC_2WH5YRbKsD.EoYrLNeaQkZIhb30YWYpnOc.l4.seg4910research.tk,0,0.54
100,81,26,44,21,5.347627100346914,9,7,23,13.428571428571429,f4L63zPafer5fFMw4wv_rru,seg4910research,96,1,119889.f4L63zPafer5fFMw4wv_rru.Hs5ybZZhxCRO8beViX-dMHV.lOfpI13w_ObQJp2RjFJJsY8.fV.seg4910research.tk,0,0.54
100,81,31,42,18,5.33981990983565,9,7,23,13.428571428571429,lzar5jpo-z4S_-WDEFVjrcU,seg4910research,96,1,147055.lzar5jpo-z4S_-WDEFVjrcU.gha3LSvFDISAMgPLLatdAWL.Eum7vH7r7QoZAEmCrLfBy5g.U6.seg4910research.tk,0,0.54
58,38,6,19,30,4.147074970692771,3,4,30,13.75,373936623363313332356538306433,maliciousDomain,53,1,ClBQxLW.373936623363313332356538306433.maliciousDomain.com,0,0.86
51,31,4,20,24,4.233521852064552,3,4,23,12.0,56262616136316563306132,maliciousDomain,46,1,OtZhPb8.56262616136316563306132.maliciousDomain.com,0,0.89
99,80,32,40,18,5.444928529512127,9,7,23,13.285714285714286,1ODKlTUQRbWR9fawISX692W,seg4910research,95,1,17387.1ODKlTUQRbWR9fawISX692W.EoF-9EzxiOPaQmXd6qSancy.G1aEyJTTXxscNiIzb1-wTfP.-V.seg4910research.tk,0,0.54
98,79,33,38,20,5.4921254719892465,7,7,23,13.142857142857142,IdZOKGixKowqxJjVvPjBg7J,seg4910research,94,1,3356.IdZOKGixKowqxJjVvPjBg7J.IuhKQ4W90AX3krqO3CzFQPl.0QJNTWrSqBnR23DY0rAr0_y.z6.seg4910research.tk,0,0.54
98,79,26,47,18,5.410229231693704,7,7,23,13.142857142857142,c-DfusXOMriI9OGjqoPdgkA,seg4910research,94,1,5346.c-DfusXOMriI9OGjqoPdgkA.Z19Ftcn2clZ07Akl0dIHdy9.xIROJUXTXk8dPjb0wzGJtqr.ya.seg4910research.tk,0,0.54
66,46,4,18,41,4.0272322413719595,3,4,38,15.75,61303236393135663934313735633664376434,maliciousDomain,61,1,M90D8Wu.61303236393135663934313735633664376434.maliciousDomain.com,0,0.9
56,36,3,20,30,3.9805020198469228,3,4,28,13.25,3764323861633264666238326361,maliciousDomain,51,1,8niW7aG.3764323861633264666238326361.maliciousDomain.com,0,0.88
55,35,3,21,28,4.140653696115067,3,4,27,13.0,386637643961353034363665623,maliciousDomain,50,1,e3MaWgm.386637643961353034363665623.maliciousDomain.com,0,0.88
58,38,3,20,32,4.112146840538238,3,4,30,13.75,333039623165323965613164356438,maliciousDomain,53,1,h1m4VDa.333039623165323965613164356438.maliciousDomain.com,0,0.88
74,54,5,18,48,3.753608643182701,3,4,46,17.75,3331633932353535356336343432336165333137313662,maliciousDomain,69,1,E5a9STV.3331633932353535356336343432336165333137313662.maliciousDomain.com,0,0.9
249,230,92,97,45,5.831861899331184,15,7,63,34.714285714285715,XKPF53pF8oPRh0fprBNwChum2S0zpxRxTICRc-hej6dZCkx-vIe0xSmlLmA0H83,seg4910research,245,1,79855.XKPF53pF8oPRh0fprBNwChum2S0zpxRxTICRc-hej6dZCkx-vIe0xSmlLmA0H83.wz-OMOeoz4OL3_CLAHOF6_lIWXmlgno49IU4FBgLfIb8VUeghY-kwy2E4YBgPg7.XPNLdkma_On78cQrKbxmCPf7SCKcO2e5RqDb7EjCASdwaVLgGQO3nV0-tp7jXAd.VEcEFF6pfiBs4U89GvW5Ppo3Up_JFSIl.seg4910research.tk,0,0.53
108,89,35,39,24,5.46031771023638,10,9,15,11.11111111111111,seg4910research,seg4910research,104,1,25718.MIhGMbyTNKMAZ.KLuv1VDOyNJng.49-aYXfzMQunK.2ogY_KB4PuR5N.6Iv429b7kzU88.5pJJj1CfYzbhX.seg4910research.tk,0,0.54
99,80,26,44,20,5.377706084743907,9,7,23,13.285714285714286,-5plDMZi1TeVoj_FpWRjzd0,seg4910research,95,1,86503.-5plDMZi1TeVoj_FpWRjzd0.sjW16Re1lkDgKuYUtYW7JsS.b6DNnRMYh_cbpIjo3X5aotC.0w.seg4910research.tk,0,0.54
53,33,5,20,25,4.129616030405371,3,4,25,12.5,5613362376139636663316265,maliciousDomain,48,1,QncTZvU.5613362376139636663316265.maliciousDomain.com,0,0.88
98,79,27,43,21,5.514571706073119,7,7,23,13.142857142857142,vYjGaza8q0vV38GAWOyDQ-u,seg4910research,94,1,3564.vYjGaza8q0vV38GAWOyDQ-u.3b4SND6Vhnuo0jZYGsdtfvl.oh9UvkMpCdzj27GAE2BIDuJ.F6.seg4910research.tk,0,0.54
249,230,94,98,43,5.807636236916803,14,7,63,34.714285714285715,I0IbaWmvdNIwP-KM0Sp4AJx8u6aNx9IEBPdsTBF_mfnkLpBRtmjk3QwK_OPT8dv,seg4910research,245,1,14294.I0IbaWmvdNIwP-KM0Sp4AJx8u6aNx9IEBPdsTBF_mfnkLpBRtmjk3QwK_OPT8dv.LpU8lquHw_62yj9Tc6jSBX1DYjBe3Pi2Ua2ptOQ8XhUhOU9WA3uc_WC-52gd5mi.F7OgQNW6w-YDvKHTLNJkpy2BcNlSLgQ5fRurMFpV0-lvMnkaTJDoB4meM2TxD8B.FpmSwyFgj0mPJKFythS40aJBVJhuJhrE.seg4910research.tk,0,0.53
